EmployeeID,Age,Gender,MaritalStatus,Education_Level,EducationField,BusinessTravel,Department,Commute,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,Grade,Role,Satisfaction,NumCompaniesWorked,OverTime,TotalExperienceYears,YearsInCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithLineManager,Attrition
274,27,Male,Married,1,Engineering,frequently,Research & Development,1,4298,9679,472,60,2,Manufacturing Director,1,5,No,6,2,2,2,0,No
275,49,Male,Divorced,4,Social Sciences,none,Research & Development,18,6804,23793,1002,92,2,Manufacturing Director,4,1,Yes,7,7,7,1,7,No
277,34,Male,Divorced,4,Health Science,frequently,Research & Development,10,3815,5972,878,43,1,Research Scientist,3,1,Yes,5,5,3,2,0,No
281,40,Male,Married,2,Health Science,rarely,Research & Development,19,2741,16523,905,99,2,Laboratory Technician,4,8,Yes,15,7,2,3,7,No
282,38,Male,Married,1,Health Science,rarely,Research & Development,29,6673,11354,1180,70,2,Healthcare Representative,1,7,Yes,17,1,0,0,0,Yes
283,29,Female,Married,3,Business,rarely,Sales,27,7639,24525,121,35,3,Sales Executive,4,1,No,10,10,4,1,9,Yes
284,22,Male,Divorced,3,Social Sciences,rarely,Research & Development,5,2328,12392,1136,60,1,Research Scientist,2,1,Yes,4,4,2,2,2,No
286,36,Female,Single,1,Health Science,frequently,Research & Development,18,2153,7703,635,73,1,Laboratory Technician,4,1,No,8,8,1,1,7,No
287,40,Male,Married,5,Social Sciences,none,Research & Development,9,4876,14242,1151,63,2,Healthcare Representative,4,9,No,5,3,2,0,2,No
288,46,Male,Divorced,4,Health Science,rarely,Research & Development,1,9396,12368,644,97,3,Healthcare Representative,1,7,No,17,4,2,0,3,No
291,32,Male,Married,4,Health Science,rarely,Sales,4,10400,25812,1045,32,3,Sales Executive,4,1,No,14,14,8,9,8,Yes
292,30,Male,Single,1,Social Sciences,none,Research & Development,1,8474,20925,829,88,3,Manufacturing Director,3,1,No,12,11,8,5,8,No
293,27,Female,Single,3,Social Sciences,frequently,Sales,20,9981,12916,1242,90,2,Sales Executive,3,1,No,7,7,7,0,7,No
296,51,Male,Married,4,Social Sciences,rarely,Research & Development,8,12490,15736,1469,81,3,Research Director,2,5,No,16,10,9,4,7,No
297,30,Female,Single,3,Engineering,rarely,Research & Development,3,2657,8556,1005,88,1,Research Scientist,1,5,Yes,8,5,2,0,4,Yes
298,41,Female,Single,3,Social Sciences,rarely,Sales,6,13591,14674,896,75,3,Manager,4,3,Yes,16,1,0,0,0,No
299,30,Female,Single,4,Business,frequently,Sales,26,6696,22967,334,52,2,Sales Executive,1,5,No,9,6,3,0,1,Yes
300,29,Male,Single,3,Engineering,rarely,Research & Development,1,2058,19757,992,85,1,Research Scientist,3,0,No,7,6,2,1,5,Yes
302,45,Female,Single,3,Health Science,none,Sales,6,8865,16840,1052,57,3,Sales Executive,4,6,No,23,19,7,12,8,No
303,54,Female,Married,3,Business,rarely,Sales,3,5940,17011,1147,52,2,Sales Executive,1,2,No,16,6,2,0,5,No
304,36,Male,Single,2,Social Sciences,rarely,Research & Development,5,5914,9945,1396,62,2,Laboratory Technician,2,8,No,16,13,11,3,7,No
305,33,Female,Married,4,Health Science,rarely,Research & Development,4,2622,13248,147,47,1,Research Scientist,2,6,No,7,3,2,1,1,No
306,37,Male,Divorced,3,Other,frequently,Research & Development,11,12185,10056,663,47,3,Research Director,4,1,Yes,10,10,8,0,7,No
307,38,Male,Divorced,3,Social Sciences,rarely,Sales,3,10609,9647,119,76,3,Sales Executive,3,0,No,17,16,10,5,13,No
308,31,Male,Married,4,Health Science,none,Research & Development,1,4345,4381,979,90,2,Manufacturing Director,3,0,No,6,5,4,1,4,No
309,59,Male,Married,3,Social Sciences,rarely,Research & Development,3,2177,8456,142,70,1,Research Scientist,4,3,No,7,1,0,0,0,No
311,37,Male,Divorced,4,Business,frequently,Sales,4,2793,2539,319,41,1,Sales Representative,4,4,No,13,9,8,5,8,No
312,29,Female,Married,1,Health Science,frequently,Sales,1,7918,6599,1413,42,3,Sales Executive,4,1,No,11,11,10,4,1,No
314,35,Female,Single,3,Business,frequently,Sales,1,8789,9096,944,92,3,Sales Executive,3,1,No,10,10,7,0,8,No
315,29,Male,Single,1,Health Science,rarely,Research & Development,18,2389,14961,896,86,1,Research Scientist,4,1,Yes,4,4,3,0,1,Yes
316,52,Female,Single,3,Social Sciences,rarely,Research & Development,2,3212,3300,1323,89,1,Laboratory Technician,4,7,No,6,2,2,2,2,No
319,42,Male,Married,2,Engineering,rarely,Research & Development,4,19232,4933,532,58,5,Manager,4,1,No,22,22,17,11,15,No
321,59,Male,Married,2,Health Science,rarely,Human Resources,6,2267,25657,818,52,1,Human Resources,3,8,No,7,2,2,2,2,No
323,50,Female,Divorced,4,Health Science,rarely,Sales,1,19517,24118,854,68,5,Manager,4,3,No,32,7,0,0,6,No
325,33,Male,Married,3,Health Science,rarely,Research & Development,14,2436,22149,813,58,1,Laboratory Technician,4,5,Yes,8,5,4,0,4,Yes
327,43,Female,Married,3,Business,rarely,Sales,16,16064,7744,1034,80,4,Manager,4,5,Yes,22,17,13,1,9,No
328,33,Female,Married,2,Social Sciences,rarely,Research & Development,2,2707,21509,465,39,1,Laboratory Technician,1,7,No,13,9,7,1,7,Yes
329,52,Male,Single,4,Social Sciences,none,Sales,2,19068,21030,771,79,5,Manager,3,1,Yes,33,33,7,15,12,No
330,32,Female,Married,2,Social Sciences,rarely,Sales,4,3931,20990,1401,56,1,Sales Representative,2,2,No,6,4,3,1,2,No
331,32,Male,Single,3,Social Sciences,rarely,Research & Development,1,3730,9571,515,62,1,Laboratory Technician,3,0,Yes,4,3,2,1,2,Yes
332,39,Female,Divorced,4,Health Science,rarely,Research & Development,1,2232,15417,1431,96,1,Laboratory Technician,3,7,No,7,3,2,1,2,No
333,32,Male,Married,4,Business,none,Sales,26,4465,12069,976,100,2,Sales Executive,4,0,No,4,3,2,2,2,No
334,41,Male,Divorced,2,Social Sciences,rarely,Research & Development,19,3072,19877,1411,36,2,Research Scientist,1,2,No,17,1,0,0,0,No
335,40,Male,Divorced,2,Engineering,rarely,Research & Development,24,3319,24447,1300,62,2,Research Scientist,4,1,No,9,9,8,4,7,No
336,45,Male,Married,3,Other,rarely,Research & Development,1,19202,15970,252,70,5,Manager,4,0,No,25,24,0,1,7,No
337,31,Male,Divorced,4,Health Science,frequently,Research & Development,3,13675,13523,1327,73,3,Research Director,3,9,No,9,2,2,2,2,No
338,33,Female,Married,4,Social Sciences,rarely,Research & Development,5,2911,14776,832,63,1,Research Scientist,4,1,No,2,2,2,0,2,No
339,34,Male,Married,4,Social Sciences,rarely,Research & Development,2,5957,23687,470,84,2,Manufacturing Director,1,6,No,13,11,9,5,9,No
340,37,Female,Married,2,Health Science,rarely,Research & Development,1,3920,18697,1017,83,1,Research Scientist,1,2,No,17,3,1,0,2,No
341,45,Male,Married,4,Social Sciences,frequently,Research & Development,7,6434,5118,1199,77,2,Manufacturing Director,3,4,No,9,3,2,0,2,No
342,37,Male,Divorced,3,Health Science,frequently,Research & Development,10,10048,22573,504,61,3,Manufacturing Director,3,6,No,17,1,0,0,0,Yes
343,39,Female,Single,4,Engineering,frequently,Research & Development,2,10938,6420,505,64,3,Healthcare Representative,3,0,No,20,19,6,11,8,No
346,29,Male,Single,3,Social Sciences,rarely,Research & Development,15,2340,22673,665,60,1,Research Scientist,4,1,No,6,6,5,1,5,No
347,42,Female,Single,2,Social Sciences,rarely,Research & Development,17,6545,23016,916,82,2,Research Scientist,1,3,Yes,10,3,2,0,2,No
349,29,Male,Divorced,2,Business,rarely,Sales,20,6931,10732,1247,45,2,Sales Executive,4,2,No,10,3,2,0,2,No
350,25,Female,Married,3,Social Sciences,rarely,Research & Development,1,4898,7505,685,62,2,Manufacturing Director,3,0,No,5,4,2,1,2,No
351,42,Female,Divorced,3,Health Science,rarely,Research & Development,2,2593,8007,269,56,1,Laboratory Technician,1,0,Yes,10,9,6,7,8,No
352,40,Male,Divorced,2,Health Science,rarely,Research & Development,2,19436,5949,1416,49,5,Research Director,3,0,No,22,21,7,3,9,No
353,51,Male,Married,3,Social Sciences,rarely,Research & Development,1,2723,23231,833,96,1,Research Scientist,4,1,No,1,1,0,0,0,No
355,31,Male,Single,2,Health Science,frequently,Research & Development,29,3479,11652,307,71,1,Laboratory Technician,2,0,No,6,5,4,1,4,Yes
359,32,Male,Married,3,Social Sciences,frequently,Research & Development,7,2794,26062,1311,100,1,Laboratory Technician,2,1,No,5,5,1,0,3,No
361,38,Male,Married,2,Social Sciences,none,Sales,2,5249,19682,1327,39,2,Sales Executive,4,3,No,13,8,7,7,5,No
362,32,Male,Single,1,Engineering,rarely,Research & Development,2,2176,19737,128,84,2,Laboratory Technician,1,4,No,9,6,2,0,4,No
363,46,Female,Married,3,Engineering,rarely,Sales,2,16872,14977,488,75,4,Manager,2,3,Yes,28,7,7,7,7,No
364,28,Male,Single,4,Social Sciences,rarely,Research & Development,2,3485,14935,529,79,1,Laboratory Technician,3,2,No,5,0,0,0,0,Yes
366,29,Male,Married,3,Health Science,rarely,Sales,2,6644,3687,1210,78,2,Sales Executive,2,2,No,10,0,0,0,0,No
367,31,Male,Married,3,Health Science,rarely,Research & Development,23,5582,14408,1463,64,2,Healthcare Representative,4,0,No,10,9,0,7,8,No
369,25,Male,Divorced,2,Social Sciences,none,Research & Development,5,4000,18384,675,85,2,Healthcare Representative,1,1,No,6,6,3,1,5,No
372,45,Male,Married,2,Health Science,rarely,Research & Development,20,13496,7501,1385,79,4,Healthcare Representative,4,0,Yes,21,20,7,4,10,No
373,36,Male,Married,3,Social Sciences,rarely,Research & Development,6,3210,20251,1403,47,1,Laboratory Technician,4,0,No,16,15,13,10,11,No
374,55,Male,Single,3,Health Science,rarely,Research & Development,1,19045,18938,452,81,5,Manager,1,0,Yes,37,36,10,4,13,No
376,47,Male,Married,4,Social Sciences,none,Research & Development,29,11849,10268,666,88,3,Manager,2,1,Yes,10,10,7,9,9,Yes
377,28,Male,Married,3,Health Science,rarely,Research & Development,9,2070,2613,1158,94,1,Research Scientist,4,1,No,5,5,2,0,4,No
378,37,Male,Married,4,Health Science,rarely,Sales,6,6502,22825,228,98,2,Sales Executive,4,4,No,7,5,4,0,1,No
379,21,Male,Single,2,Health Science,rarely,Research & Development,3,3230,10531,996,100,1,Research Scientist,3,1,No,3,3,2,1,0,No
380,37,Female,Divorced,4,Health Science,none,Research & Development,1,13603,11677,728,80,3,Research Director,4,2,Yes,15,5,2,0,2,No
381,35,Female,Divorced,3,Social Sciences,rarely,Research & Development,22,11996,19100,1315,71,3,Manager,2,7,No,10,7,7,6,2,No
382,38,Female,Divorced,2,Health Science,rarely,Sales,7,5605,19191,322,44,2,Sales Executive,1,1,Yes,8,8,0,7,7,No
384,26,Female,Divorced,3,Social Sciences,frequently,Research & Development,1,6397,26767,1479,84,2,Manufacturing Director,2,1,No,6,6,5,1,4,No
385,50,Male,Divorced,1,Social Sciences,rarely,Research & Development,4,19144,15815,797,96,5,Research Director,2,3,No,28,10,4,1,6,No
386,53,Male,Married,4,Health Science,rarely,Research & Development,3,17584,21016,1070,45,4,Research Director,3,3,Yes,21,5,3,1,3,No
387,42,Male,Married,1,Social Sciences,rarely,Sales,1,4907,24532,635,99,2,Sales Executive,3,1,No,20,20,16,11,6,No
388,29,Male,Single,2,Social Sciences,frequently,Sales,2,4554,20260,442,44,2,Sales Executive,4,1,No,10,10,7,0,9,No
389,55,Male,Married,2,Engineering,rarely,Research & Development,20,5415,15972,147,37,2,Laboratory Technician,4,3,Yes,12,10,7,0,8,No
390,26,Male,Married,2,Health Science,frequently,Research & Development,11,4741,22722,496,60,2,Healthcare Representative,1,1,Yes,5,5,3,3,3,No
391,37,Female,Single,3,Social Sciences,rarely,Research & Development,1,2115,15881,1372,42,1,Research Scientist,4,1,No,17,17,12,5,7,No
392,44,Male,Divorced,3,Social Sciences,frequently,Research & Development,24,3161,19920,920,43,1,Laboratory Technician,3,3,Yes,19,1,0,0,0,Yes
393,38,Male,Divorced,4,Social Sciences,rarely,Research & Development,23,5745,18899,688,82,2,Healthcare Representative,4,9,No,10,2,2,1,2,No
394,26,Male,Divorced,4,Health Science,rarely,Research & Development,16,2373,14180,1449,45,1,Laboratory Technician,2,2,Yes,5,3,2,0,2,Yes
395,28,Female,Single,2,Social Sciences,rarely,Research & Development,8,3310,4488,1117,66,1,Research Scientist,4,1,No,5,5,3,0,2,No
396,49,Female,Single,4,Social Sciences,frequently,Research & Development,10,18665,25594,636,35,5,Research Director,1,9,Yes,22,3,2,1,2,No
397,36,Male,Single,3,Engineering,rarely,Research & Development,3,4485,26285,506,30,2,Research Scientist,2,4,No,10,8,0,7,7,No
399,31,Female,Divorced,3,Business,frequently,Sales,5,2789,3909,444,84,1,Sales Representative,2,1,No,2,2,2,2,2,No
401,26,Male,Single,4,Business,rarely,Sales,4,5828,8450,950,48,2,Sales Executive,4,1,Yes,8,8,7,7,4,Yes
403,37,Male,Married,3,Health Science,frequently,Research & Development,9,2326,11411,889,53,1,Research Scientist,4,1,Yes,4,4,2,1,2,No
404,42,Female,Married,3,Business,frequently,Sales,26,13525,14864,555,77,4,Sales Executive,2,5,No,23,20,4,4,8,No
405,18,Male,Single,3,Social Sciences,rarely,Research & Development,3,1420,25233,230,54,1,Laboratory Technician,3,1,No,0,0,0,0,0,Yes
406,35,Male,Married,3,Business,rarely,Sales,16,8020,5100,1232,96,3,Sales Executive,2,0,No,12,11,9,6,9,No
407,36,Male,Married,4,Social Sciences,frequently,Research & Development,18,3688,7122,566,81,1,Laboratory Technician,4,4,No,4,1,0,0,0,No
408,51,Male,Divorced,3,Health Science,rarely,Research & Development,2,5482,16321,1302,84,2,Manufacturing Director,2,5,No,13,4,1,1,2,No
410,41,Male,Single,4,Social Sciences,rarely,Sales,2,16015,15896,334,88,4,Manager,2,1,No,22,22,10,0,4,No
411,18,Female,Single,3,Health Science,rarely,Sales,10,1200,9724,812,69,1,Sales Representative,3,1,No,0,0,0,0,0,No
412,28,Male,Single,2,Health Science,rarely,Research & Development,16,5661,4824,1476,68,2,Healthcare Representative,1,0,No,9,8,3,0,7,No
416,31,Male,Married,3,Engineering,rarely,Sales,7,6929,12241,218,100,2,Sales Executive,4,4,No,10,8,7,7,7,No
417,39,Male,Divorced,3,Health Science,rarely,Research & Development,1,9613,10942,1132,48,3,Healthcare Representative,4,0,No,19,18,10,3,7,No
419,36,Female,Married,4,Social Sciences,none,Research & Development,24,5674,6927,1105,47,2,Laboratory Technician,2,7,No,11,9,8,0,8,No
420,32,Male,Married,3,Social Sciences,rarely,Sales,7,5484,16985,906,91,2,Sales Executive,3,1,No,13,13,8,4,8,No
421,38,Female,Married,2,Social Sciences,rarely,Research & Development,25,12061,26707,849,81,3,Research Director,2,3,No,19,10,8,0,1,No
422,58,Male,Divorced,4,Social Sciences,none,Research & Development,1,5660,17056,390,32,2,Healthcare Representative,3,2,Yes,12,5,3,1,2,No
423,31,Male,Married,4,Engineering,rarely,Research & Development,5,4821,10077,691,86,1,Research Scientist,4,0,Yes,6,5,2,0,3,No
424,31,Male,Married,3,Human Resources,rarely,Human Resources,2,6410,17822,106,62,2,Human Resources,1,3,No,9,2,2,1,0,No
425,45,Male,Divorced,3,Social Sciences,frequently,Research & Development,7,5210,20308,1249,97,3,Laboratory Technician,1,1,No,24,24,9,9,11,No
426,31,Male,Divorced,4,Social Sciences,rarely,Research & Development,2,2695,7747,192,32,1,Research Scientist,4,0,Yes,3,2,2,2,2,No
428,33,Female,Married,4,Social Sciences,frequently,Research & Development,5,11878,23364,553,74,3,Manager,2,6,No,12,10,6,8,8,No
429,39,Male,Married,1,Health Science,rarely,Research & Development,10,17068,5355,117,99,4,Manager,1,1,Yes,21,21,9,11,10,No
430,43,Female,Single,4,Social Sciences,frequently,Research & Development,10,2455,10675,185,33,1,Laboratory Technician,4,0,No,9,8,7,1,7,No
431,49,Female,Single,2,Engineering,rarely,Research & Development,1,13964,17810,1091,90,4,Healthcare Representative,3,7,Yes,25,7,1,0,7,No
433,52,Male,Married,4,Health Science,rarely,Research & Development,8,4941,17747,723,85,2,Research Scientist,2,2,No,11,8,2,7,7,Yes
434,27,Female,Single,3,Social Sciences,rarely,Research & Development,5,2478,20938,1220,85,1,Research Scientist,2,1,Yes,4,4,3,1,2,No
436,32,Female,Married,2,Engineering,rarely,Sales,8,5228,24624,588,65,2,Sales Executive,2,1,Yes,13,13,12,11,9,No
437,27,Male,Single,3,Social Sciences,rarely,Sales,2,4478,5242,1377,74,2,Sales Executive,3,1,Yes,5,5,4,0,4,No
438,31,Male,Divorced,3,Business,rarely,Sales,7,7547,7143,691,73,2,Sales Executive,4,4,No,13,7,7,1,7,No
439,32,Female,Single,4,Health Science,rarely,Research & Development,2,5055,10557,1018,74,2,Research Scientist,4,7,No,10,7,7,0,7,No
440,28,Male,Married,4,Health Science,rarely,Research & Development,2,3464,24737,1157,84,1,Research Scientist,4,5,Yes,5,3,2,2,2,Yes
441,30,Female,Married,2,Health Science,rarely,Research & Development,28,5775,11934,1275,64,2,Research Scientist,4,1,No,11,10,8,1,9,No
442,31,Female,Married,2,Social Sciences,frequently,Research & Development,7,8943,14034,798,48,3,Manufacturing Director,3,1,No,10,10,9,8,9,No
444,39,Male,Married,2,Health Science,frequently,Research & Development,7,19272,21141,672,54,5,Manager,4,1,No,21,21,9,13,3,No
445,39,Female,Married,2,Health Science,rarely,Sales,3,5238,17778,1162,41,2,Sales Executive,3,4,Yes,12,1,0,0,0,Yes
446,33,Male,Single,3,Business,frequently,Sales,10,4682,4317,508,46,2,Sales Executive,4,3,No,9,7,7,0,1,No
447,47,Male,Married,5,Social Sciences,rarely,Research & Development,5,18300,16375,1482,42,5,Research Director,3,4,No,21,3,2,1,1,No
448,43,Female,Divorced,4,Social Sciences,frequently,Research & Development,10,5257,6227,559,82,2,Laboratory Technician,3,1,No,9,9,7,0,0,No
449,27,Male,Married,1,Business,none,Sales,1,6349,22107,210,73,2,Sales Executive,2,0,Yes,6,5,4,1,4,No
450,54,Female,Single,4,Social Sciences,frequently,Research & Development,20,4869,16885,928,31,2,Research Scientist,3,3,No,20,4,3,0,3,No
451,43,Female,Married,3,Social Sciences,rarely,Research & Development,7,9985,9262,1001,43,3,Healthcare Representative,1,8,No,10,1,0,0,0,No
452,45,Male,Married,4,Other,rarely,Research & Development,8,3697,9278,549,75,2,Research Scientist,4,9,No,12,10,9,9,8,No
453,40,Male,Married,2,Health Science,rarely,Sales,1,7457,13273,1124,57,2,Sales Executive,4,2,Yes,6,4,3,0,2,No
454,29,Male,Married,4,Other,rarely,Research & Development,8,2119,4759,318,77,1,Laboratory Technician,1,1,Yes,7,7,7,0,7,Yes
455,29,Male,Single,5,Other,rarely,Research & Development,9,3983,7621,738,30,1,Laboratory Technician,4,0,No,4,3,2,2,2,No
456,30,Female,Divorced,3,Business,rarely,Sales,5,6118,5431,570,30,2,Sales Executive,3,1,No,10,10,9,1,2,No
458,27,Female,Married,4,Business,rarely,Sales,8,6214,3415,1130,56,2,Sales Executive,2,1,No,8,8,7,0,7,No
460,37,Male,Divorced,2,Health Science,rarely,Research & Development,5,6347,23177,1192,61,2,Manufacturing Director,4,7,No,8,6,2,0,4,No
461,38,Male,Divorced,2,Social Sciences,rarely,Research & Development,15,11510,15682,343,92,3,Research Director,4,0,Yes,12,11,10,2,9,No
462,31,Female,Single,4,Health Science,rarely,Research & Development,7,7143,25713,1232,39,3,Manufacturing Director,4,1,Yes,11,11,9,4,10,No
463,29,Female,Divorced,1,Business,rarely,Sales,10,8268,11866,144,39,2,Sales Executive,2,1,Yes,7,7,7,1,7,No
464,35,Male,Single,4,Engineering,rarely,Research & Development,5,8095,18264,1296,62,3,Manufacturing Director,2,0,No,17,16,6,0,13,No
465,23,Male,Divorced,1,Social Sciences,rarely,Research & Development,26,2904,16092,1309,83,1,Research Scientist,4,1,No,4,4,2,0,2,No
466,41,Male,Single,3,Health Science,rarely,Research & Development,6,6032,10110,483,95,2,Manufacturing Director,2,6,Yes,8,5,4,1,2,No
467,47,Male,Single,1,Health Science,frequently,Sales,4,2976,25751,1309,99,2,Sales Representative,3,3,No,5,0,0,0,0,No
468,42,Female,Single,5,Social Sciences,rarely,Research & Development,23,15992,15901,810,44,4,Research Director,4,2,No,16,1,0,0,0,No
469,29,Male,Married,3,Social Sciences,none,Sales,2,4649,16928,746,61,2,Sales Executive,3,1,No,4,4,3,0,2,No
470,42,Male,Divorced,1,Engineering,rarely,Human Resources,2,2696,24017,544,52,1,Human Resources,3,0,Yes,4,3,2,1,0,No
471,32,Female,Married,3,Health Science,rarely,Research & Development,2,2370,3956,1062,75,1,Laboratory Technician,2,1,No,8,8,0,0,7,No
473,48,Female,Married,1,Health Science,rarely,Sales,29,12504,23978,530,91,3,Manager,3,3,No,15,0,0,0,0,No
474,37,Male,Divorced,3,Health Science,rarely,Research & Development,6,5974,17001,1319,51,2,Research Scientist,1,4,Yes,13,7,7,6,7,No
475,30,Female,Married,2,Engineering,none,Sales,25,4736,6069,641,85,2,Sales Executive,3,7,Yes,4,2,2,2,2,No
476,26,Male,Married,3,Social Sciences,rarely,Sales,1,5296,20156,933,57,2,Sales Executive,3,1,No,8,8,7,7,7,No
477,42,Male,Single,4,Other,rarely,Research & Development,2,6781,17078,1332,98,2,Healthcare Representative,4,3,No,14,1,0,0,0,No
